Timestamp,Acc_X,Acc_Y,Acc_Z,AngV_X,AngV_Y,AngV_Z,Mag_X,Mag_Y,Mag_Z,Orin_X,Orin_Y,Orin_Z,Activity
27:50.1,0.621358,4.107758,4.147276,-0.483297,-0.257508,-1.063579,-17.134682,-29.065598,-30.85553,-176.541797,-25.119591,-4.922472,0
27:50.2,-2.393074,5.220244,8.543035,0.938827,-0.790541,-0.634807,-16.732193,-32.022263,-28.055054,-171.843632,-28.586611,-7.16909,0
27:50.3,-3.940556,6.662346,10.78612,-0.206636,-0.789947,-0.907808,-14.83522,-32.894691,-28.418762,-168.458797,-28.466665,-3.802712,0
27:50.4,0.461341,4.277505,12.132271,-0.521429,1.78075,0.630868,-15.010078,-30.195145,-31.983093,-173.581369,-25.013219,-0.554796,0
27:50.5,1.407673,1.893413,5.896987,0.442711,0.939107,1.065145,-13.120125,-29.974617,-32.752838,-177.365315,-25.682728,3.161401,0
27:50.6,0.368384,4.011358,4.281546,0.327098,0.936976,0.612665,-13.494049,-30.102798,-32.283813,176.803112,-28.947704,4.650545,0
27:50.7,0.390238,4.713848,11.961177,-0.071851,-0.101691,1.081391,-16.667709,-28.291573,-33.342072,172.297805,-27.927601,0.624177,0
27:50.8,-0.432151,4.929699,12.24304,-0.371963,0.05378,-0.913726,-12.561623,-27.770729,-34.746155,179.185796,-24.010766,5.258295,0
27:50.9,2.208507,4.934489,10.513986,-1.26473,-0.245689,-0.615322,-14.645844,-26.232216,-35.377228,178.588528,-21.602091,1.710317,0
27:51.0,0.213456,2.191742,4.916975,0.707051,-0.56429,-0.336452,-12.31395,-29.169708,-34.179199,-174.80778,-23.963136,2.655228,0
27:51.1,-1.715582,4.536766,4.573439,0.906116,-0.367269,-1.023498,-12.182549,-32.530777,-30.299133,-170.26542,-28.473434,0.938733,0
27:51.2,-4.012855,6.432723,11.047177,0.232815,-0.88323,-0.505159,-12.250008,-32.839218,-29.912689,-165.868092,-26.838198,-0.802676,0
27:51.3,-3.077151,4.098327,14.454542,-0.926253,0.832338,-0.302163,-10.618721,-29.888641,-34.068207,-167.714504,-22.342921,3.569307,0
27:51.4,0.380509,3.109933,10.281819,-0.426759,0.566825,1.017481,-10.481071,-28.58075,-34.972198,-174.030009,-22.845062,6.025652,0
27:51.5,0.662971,2.416724,3.075055,0.423583,0.637149,0.410828,-9.679321,-30.441895,-32.871338,-176.893523,-27.85289,8.51902,0
27:51.6,-0.05269,4.479435,5.883216,1.047143,0.723293,1.137442,-11.582649,-31.323898,-31.488251,176.680011,-31.800815,6.827258,0
27:51.7,0.782124,3.386707,11.495046,-0.248427,-0.940699,0.168232,-12.532387,-29.524872,-32.399719,-179.914296,-27.270384,4.41804,0
27:51.8,2.29398,5.262606,14.129418,-0.950608,0.242702,-1.201304,-12.64476,-27.14933,-35.330658,-176.24486,-21.351094,3.160929,0
27:52.0,0.92328,3.860173,7.875872,-0.307383,-1.171533,0.094258,-13.330139,-28.303696,-33.041107,-173.605256,-22.570938,0.263404,0
27:52.1,-0.536185,2.698888,4.068539,0.104496,-0.334045,-1.577515,-11.506844,-31.70134,-30.920837,-165.230491,-25.580015,0.227897,0
27:52.2,-3.0294,4.917274,6.556067,1.019687,-1.169201,-0.699638,-12.172974,-34.625198,-27.753235,-160.250228,-29.135145,-4.236255,0
27:52.3,-5.225633,6.572981,12.499607,-0.31098,-0.785913,-0.915326,-10.010269,-33.968086,-29.86731,-155.275458,-25.663072,-1.791446,0
27:52.4,-0.282762,3.57771,14.360088,-1.085127,1.175445,-0.012796,-8.713608,-30.176758,-34.011902,-158.127505,-20.004531,2.654754,0
27:52.5,1.584605,2.847379,6.616691,0.522226,1.024093,1.357562,-8.712112,-30.258118,-34.566254,-164.432177,-22.611223,5.664028,0
27:52.6,0.40401,3.628006,3.77021,1.073768,0.783819,1.060496,-10.466827,-32.779175,-31.153564,-171.083558,-29.846548,5.794556,0
27:52.7,1.009501,3.167713,10.096654,0.21397,-0.002403,0.770934,-13.023094,-32.555313,-29.835297,-172.980459,-30.456858,2.321242,0
27:52.8,-1.035247,5.032834,11.249706,-0.387351,-0.135136,-1.104068,-8.820923,-32.26931,-32.09671,-165.677645,-26.204703,6.336372,0
27:52.9,2.685266,6.293363,11.744128,-1.397564,-0.35052,-0.357578,-12.242302,-29.586334,-33.687592,-168.244743,-22.374874,1.064849,0
27:53.0,0.42302,3.164869,4.53976,0.508322,-0.285951,-0.425345,-9.972176,-31.871185,-32.386383,-162.70223,-24.663092,2.481053,0
27:53.1,-1.593137,3.930526,4.842131,1.191746,-0.607381,-0.894691,-10.158058,-35.802605,-27.854645,-157.847471,-29.692849,-1.498817,0
27:53.2,-4.003874,4.81354,10.65619,-0.29579,-0.819387,-0.805191,-9.564957,-34.905106,-28.988617,-153.227792,-26.382927,-1.710929,0
27:53.3,-1.768423,3.453618,14.647191,-0.453638,0.85272,0.346636,-7.631218,-31.153671,-33.722839,-154.424505,-20.513449,2.305532,0
27:53.4,1.116828,3.240012,8.514743,-0.37527,1.309779,1.013338,-7.173004,-30.271912,-34.422028,-160.779017,-20.880082,5.955706,0
27:53.5,0.743803,3.663033,3.771707,0.097327,1.06196,0.807311,-8.811424,-31.95446,-32.311859,-167.615689,-26.252073,6.781009,0
27:53.6,0.50026,2.732119,8.061935,0.97008,-0.050956,1.202433,-11.712608,-32.607376,-31.498627,-170.893115,-28.979757,3.527077,0
27:53.7,-0.962648,3.127147,10.518177,-0.513155,-0.683024,-0.828552,-9.002098,-31.560715,-33.3992,-164.701805,-24.333688,5.457027,0
27:53.8,3.226391,5.313051,14.478192,-1.400782,-0.201441,-0.715272,-9.974731,-26.770599,-36.155426,-164.782887,-16.405515,2.773531,0
27:53.9,0.914748,3.429069,6.544091,0.370038,-0.362136,0.28789,-8.745544,-28.860542,-35.265167,-161.466466,-18.824093,3.062529,0
27:54.0,-0.859213,3.095563,4.114793,0.406199,0.140881,-1.315599,-7.264412,-32.371872,-32.198151,-155.041168,-22.877126,2.519011,0
27:54.1,-3.981121,3.812721,9.692195,0.582836,-1.035658,-0.793302,-7.324089,-33.561783,-30.932678,-149.624006,-23.18232,-0.904259,0
27:54.2,-5.229375,5.632936,15.019018,-0.758009,-0.361746,-0.792949,-6.257492,-31.782127,-33.448059,-149.318636,-19.925789,1.663433,0
27:54.3,-0.695603,3.035238,13.051809,-1.445978,0.514065,0.283347,-5.434807,-29.060318,-35.791138,-153.561504,-16.815055,5.405069,0
27:54.4,1.310076,2.041155,4.300407,0.508097,1.045452,1.010971,-4.247688,-30.555077,-34.267731,-158.918373,-21.589207,9.131923,0
27:54.5,0.661624,3.795358,4.547094,1.523414,0.581639,1.52334,-8.282883,-33.635284,-30.945587,-167.082084,-29.407231,7.278632,0
27:54.6,0.707579,2.370321,11.099568,0.238026,-0.627093,0.707915,-10.810486,-33.234612,-30.237366,-166.037114,-28.279215,3.261359,0
27:54.7,0.129181,4.48677,12.970378,-0.867078,0.12641,-1.484335,-6.279182,-30.873978,-34.127045,-159.181597,-20.833482,6.666814,0
27:54.8,2.068698,5.512886,10.215956,-1.120283,-0.767009,0.34598,-9.311378,-29.172783,-33.54895,-160.967473,-19.523501,1.465914,0
27:54.9,0.238304,3.006049,4.950356,0.110321,-0.397668,-1.046648,-6.650818,-30.832375,-32.972778,-152.918092,-20.682745,1.662082,0
27:55.0,-1.921105,4.311035,5.814509,0.978045,-1.250256,-0.964548,-7.778572,-34.358231,-29.422516,-147.113776,-24.921682,-3.875685,0
27:55.1,-4.950505,5.713169,11.264525,0.153407,-1.060822,-0.998648,-6.862236,-34.726463,-28.425964,-141.861851,-25.117818,-5.22305,0
27:55.2,-0.174238,1.930086,15.069463,-0.601592,0.751741,-0.239866,-3.46917,-31.593262,-33.22641,-140.216588,-18.612589,1.095586,0
27:55.3,1.170865,2.912194,8.085287,-0.199941,1.328405,1.20987,-1.558273,-31.42395,-33.549194,-145.188458,-19.419175,6.759727,0
27:55.4,1.738784,3.495082,4.295617,0.092314,0.956134,0.673479,-3.604706,-33.201103,-31.330261,-151.283786,-24.168497,7.496014,0
27:55.5,1.620829,3.225792,8.597072,1.022349,0.015495,1.296986,-6.622414,-34.341034,-29.048615,-154.86401,-28.075208,3.730891,0
27:55.6,-0.238005,4.095334,10.430609,-0.115722,-0.865441,-0.805082,-3.606026,-34.515923,-29.964508,-146.96389,-25.779708,5.096073,0
27:55.7,2.972668,4.905898,13.695919,-0.752359,-0.220972,-1.261305,-2.987122,-31.737236,-32.54483,-141.790002,-19.5478,2.546788,0
27:55.8,1.029858,3.450026,6.178252,0.359073,-0.747096,-0.066992,-3.199684,-33.525627,-30.525513,-137.524305,-22.568882,0.019977,0
27:55.9,-0.90397,3.423082,4.669091,0.200876,-0.505716,-1.604747,-1.412376,-35.215973,-27.88269,-129.585484,-26.015213,-3.472241,0
27:56.0,-3.610193,5.526358,8.950787,0.564964,-1.932282,-0.892186,-2.46228,-36.378441,-26.357605,-123.856199,-27.6835,-10.155529,0
27:56.1,-4.243376,6.146369,15.712825,-0.467129,-0.672897,-0.252351,-2.986824,-35.211113,-28.097748,-124.053986,-24.738775,-9.105836,0
27:56.2,0.071402,3.970493,11.475437,-1.237663,1.411983,0.070599,0.135063,-33.453186,-30.009064,-127.684377,-21.980698,-0.551115,0
27:56.3,1.411565,2.345622,5.210515,0.294742,2.151833,0.604297,2.434067,-33.610725,-29.594421,-132.102613,-23.208028,7.550592,0
27:56.4,0.945584,3.321742,5.652995,0.836985,0.990572,1.604199,-1.8106,-35.705032,-25.970428,-141.935064,-29.757583,6.650502,0
27:56.5,1.493444,2.80367,9.622141,0.492303,-0.273201,0.998933,-4.032387,-35.356728,-25.916779,-143.98016,-29.936043,3.80671,0
27:56.6,1.616938,4.80875,13.120665,-0.556228,-0.043969,-0.580896,-3.744499,-32.557724,-29.209076,-142.203915,-23.181833,2.383645,0
27:56.7,1.92365,5.701943,9.451046,-1.158072,-1.287837,0.557462,-8.014793,-30.931335,-29.677429,-144.795398,-21.788966,-4.54102,0
27:56.8,-0.527802,3.394042,5.177433,0.069614,-0.410968,-0.8626,-6.13015,-32.361145,-28.443665,-138.12909,-23.560086,-5.080055,0
27:56.9,-2.792293,5.115612,6.587052,0.804223,-0.910093,-0.639637,-7.966888,-34.260498,-24.781219,-136.727242,-27.735104,-11.039134,0
27:57.0,-4.118685,6.079458,11.848461,0.126817,-0.788973,0.009252,-8.772446,-33.273987,-24.259186,-137.371184,-26.702283,-12.534785,0
27:57.1,-0.151485,2.536475,14.223123,-0.717343,1.139157,0.623624,-7.67347,-29.772957,-28.444733,-140.511809,-20.735689,-6.311104,0
27:57.2,2.251169,1.158142,8.401729,0.273065,1.826954,1.543491,-6.672966,-28.651054,-29.448578,-148.380963,-20.902651,-0.28631,0
27:57.3,0.690963,3.034939,3.804339,0.642569,1.116446,1.146766,-7.135513,-29.891663,-27.392548,-156.958756,-27.101042,2.450696,0
27:57.4,1.094823,4.487967,8.310718,0.592749,0.725134,1.724482,-10.206879,-29.379135,-26.009247,-165.817801,-28.947264,-0.399591,0
27:57.5,1.078807,4.793482,11.502081,-0.458648,-0.31226,-0.148243,-10.106476,-28.334503,-27.311005,-163.159803,-24.909478,-0.568084,0
27:57.6,2.828069,4.578978,12.380305,-0.893842,-0.446814,-0.392203,-10.515778,-25.898163,-28.88205,-161.070552,-19.663325,-3.465969,0
27:57.7,1.042283,3.357219,6.508915,0.138081,-0.419869,-0.028897,-10.710335,-27.069496,-28.0755,-158.676912,-20.389435,-5.249806,0
27:57.8,-0.604742,4.045188,5.844895,0.189314,-0.414932,-0.866573,-9.702217,-29.219093,-25.270569,-155.118365,-24.12492,-8.178835,0
27:57.9,-1.466351,4.694089,9.231453,0.395647,-0.890926,-0.612038,-8.893349,-31.341431,-24.032166,-150.795468,-26.104815,-9.331133,0
27:58.0,-2.44277,5.680537,11.556718,0.179708,0.538253,-0.340433,-8.322586,-32.320229,-24.245789,-152.838365,-27.057106,-5.315648,0
27:58.1,0.376467,3.700155,11.186687,-0.304959,0.730915,0.521749,-9.780556,-31.502953,-25.524994,-156.358027,-25.583475,-3.659011,0
27:58.2,1.483266,3.193908,6.284831,-0.034785,1.194746,0.318873,-8.230682,-30.414291,-28.161896,-158.100952,-23.811306,1.228915,0
27:58.3,1.084944,4.367318,5.558541,0.366791,0.771284,0.868228,-10.316849,-31.243538,-27.403534,-164.018447,-27.149397,1.049792,0
27:58.4,2.315984,3.595523,9.234447,0.665074,-0.052971,0.564264,-11.897995,-33.069382,-25.805725,-164.703628,-30.36718,-0.657556,0
27:58.5,0.576302,5.834417,11.365715,0.026915,-0.421974,-0.704612,-9.422989,-33.315231,-26.666046,-159.40931,-28.868404,1.956342,0
27:58.6,1.574127,5.152286,9.023835,-1.57623,-0.868977,-0.445627,-11.385262,-31.349541,-28.327087,-158.383692,-24.977385,-2.240057,0
27:58.7,-0.625699,2.564018,5.353617,0.540457,-0.355847,-0.923151,-8.209183,-32.680298,-28.001495,-149.601979,-24.585602,-1.519159,0
27:58.8,-1.920057,4.425397,7.150031,0.214787,-1.192248,-1.16071,-9.275383,-34.002953,-26.18457,-144.953245,-26.526635,-7.823138,0
27:58.9,-1.128803,5.470823,10.220446,-0.456203,-0.478919,-0.32477,-10.342972,-34.206429,-26.185089,-145.241487,-26.21459,-9.379278,0
27:59.0,0.132624,4.212091,15.61403,1.07392,0.709565,0.697604,-8.837036,-33.102371,-28.576813,-146.641334,-23.44684,-3.184021,0
27:59.1,1.757196,4.564308,9.308842,-0.845756,1.115205,0.276189,-6.938774,-31.045341,-31.021423,-149.988224,-21.246868,1.98549,0
27:59.2,0.73557,3.70285,3.292104,0.208612,0.854477,0.81095,-9.451134,-32.687927,-28.708679,-156.927162,-26.815858,2.292648,0
27:59.3,1.143322,3.578758,6.301745,1.613897,-0.35393,1.202443,-13.538383,-35.190536,-23.929962,-162.297838,-33.767876,-3.95043,0
27:59.4,0.820594,3.713777,8.10265,0.435241,-0.867791,-0.705756,-11.005501,-36.794907,-22.404633,-154.102606,-34.536404,-3.409062,0
27:59.5,3.980972,4.810247,13.689483,-1.424799,0.20625,-1.942004,-8.253548,-32.474182,-30.522583,-146.103254,-21.51115,-1.420348,0
27:59.6,1.512605,4.039051,8.927435,-1.405055,-0.902421,0.778022,-10.193581,-30.261421,-32.074036,-146.290938,-17.667629,-5.697029,0
27:59.7,-0.272733,3.704946,4.959487,-0.139941,-0.147579,-0.982861,-10.126823,-32.615097,-29.712646,-143.198474,-21.732771,-8.436091,0
27:59.8,-2.520159,5.620811,11.242671,1.130932,-1.257831,-0.24809,-10.367172,-34.410484,-27.363251,-140.658045,-24.720361,-11.283135,0
27:59.9,-5.084177,4.75576,15.332616,-0.620084,1.216177,-0.78151,-1.65332,-33.006538,-30.677338,-138.291184,-21.975038,5.058541,0
28:00.0,-0.415087,3.6307,9.76659,-0.83408,1.578558,0.372314,0.46801,-33.27317,-31.027466,-142.994211,-23.174493,11.654066,0
28:00.1,0.0241,3.636538,4.278702,0.410655,1.019989,0.809525,-0.24395,-34.73571,-28.956604,-148.051368,-27.658015,13.184474,0
28:00.2,0.499511,4.151617,5.71766,1.583213,-0.15661,1.557667,-6.238533,-38.995735,-22.915802,-154.5295,-38.078304,7.553192,0
28:00.3,1.978286,3.713178,7.555388,1.292945,-1.095719,0.329111,-7.356163,-40.373474,-18.675018,-152.21322,-42.185399,3.500401,0
28:00.4,2.223177,6.334527,11.085797,-0.76109,0.113984,-1.010826,-5.424721,-38.040459,-24.422302,-147.63552,-33.00168,3.051314,0
28:00.5,1.092129,6.27061,7.947723,-1.375154,-1.512234,0.481041,-10.182899,-35.44603,-26.133392,-150.229032,-28.459845,-5.613668,0
28:00.6,-0.62989,4.016148,5.57366,-0.6574,-0.958822,-0.585889,-10.595078,-35.488373,-26.068054,-146.144544,-27.725419,-9.22039,0
28:00.7,-2.838398,5.506898,8.879086,0.486605,-0.907828,-0.593046,-9.730453,-36.897484,-24.666321,-141.611972,-29.487478,-10.017771,0
28:00.8,-5.002597,8.786429,13.19551,-0.448513,0.505194,-0.949007,-5.832985,-36.654465,-26.475555,-139.719688,-28.252997,-1.83999,0
28:00.9,-0.421973,4.320915,11.785442,-0.227502,2.340332,0.69509,-2.650299,-35.042473,-29.747925,-144.798532,-25.852849,8.190381,0
28:01.0,0.980162,2.311194,5.820347,0.370212,1.73109,1.337031,-2.223824,-35.877998,-29.626007,-151.312077,-28.644633,13.183957,0
28:01.1,0.179626,3.407215,3.640729,0.423351,0.411753,1.011819,-5.625656,-36.648781,-27.434326,-158.237799,-33.178587,11.54336,0
28:01.2,0.200433,4.29412,9.070538,0.38243,-0.08166,1.12996,-9.555252,-36.53228,-26.380524,-162.571011,-34.223875,6.674549,0
28:01.3,-0.023651,5.754034,11.153756,-0.785912,-0.382464,-0.675286,-7.542671,-35.096138,-28.989349,-158.537473,-29.770284,7.271635,0
28:01.4,2.533332,5.912555,10.963202,-1.369552,-0.898178,-0.383605,-9.456337,-32.011047,-32.170654,-158.20371,-23.297469,2.886877,0
28:01.5,-0.278271,2.939138,5.026098,0.538715,-0.565632,-0.241493,-8.132118,-33.925774,-30.232239,-152.756549,-25.164845,1.679834,0
28:01.6,-1.936523,3.62112,5.483248,0.453019,-0.731197,-1.298043,-7.935585,-36.272606,-26.61441,-147.164637,-28.476608,-3.020598,0
28:01.7,-3.19301,5.505701,10.890453,0.115662,-1.411806,-0.450001,-8.465721,-35.88414,-28.041565,-143.968343,-25.546295,-4.602899,0
28:01.8,-3.363056,6.320606,14.700181,-0.267505,1.085211,0.378415,-7.512039,-33.573303,-30.634033,-149.20791,-23.033883,0.67201,0
28:01.9,-0.052241,3.702251,10.394984,-0.763672,1.19667,1.034942,-7.531227,-32.386101,-32.650085,-156.037039,-22.937653,5.280744,0
28:02.0,0.978815,2.070943,3.481909,0.304845,0.941545,0.608964,-6.970337,-33.428139,-30.969666,-160.563084,-27.561387,7.949001,0
28:02.1,0.071252,3.949986,6.330486,1.072866,0.594493,1.333362,-10.275703,-34.144005,-29.083435,-168.078895,-31.794448,5.758985,0
28:02.2,0.444126,3.975134,10.887459,0.084186,-0.767747,0.435295,-11.546158,-33.55191,-29.704132,-166.925481,-29.753185,3.360177,0
28:02.3,1.945504,6.600374,12.790153,-0.850017,0.310472,-1.027922,-10.952896,-31.241402,-32.387634,-164.952501,-24.580028,3.70748,0
28:02.4,1.08674,3.995192,7.182664,-0.198022,-1.166865,0.655088,-12.17321,-31.149567,-32.463287,-164.225882,-24.31478,0.262264,0
28:02.5,0.085323,2.996768,3.315455,-0.097707,-0.288338,-1.436241,-11.623108,-33.843254,-29.031342,-159.12205,-27.483939,-1.653514,0
28:02.6,-2.768643,4.87611,8.423134,0.944967,-1.539115,-0.030131,-13.368149,-35.528603,-27.519531,-155.534046,-28.487445,-7.425387,0
28:02.7,-5.536836,7.577243,13.337564,-0.987816,-0.268717,-1.17564,-10.069962,-33.95871,-30.594879,-151.770202,-24.268477,-1.726177,0
28:02.8,0.040566,4.542454,13.047468,-0.914822,0.983446,0.503093,-9.734047,-32.086525,-32.427887,-156.046551,-22.246061,0.353206,0
28:02.9,2.525249,2.588567,6.802754,0.660484,0.728391,0.331917,-7.758293,-32.890968,-32.450439,-156.878396,-23.861063,3.827958,0
28:03.0,1.059048,3.553461,4.728517,0.956497,0.603716,0.680303,-8.55764,-35.115494,-29.362427,-161.233626,-30.381589,4.676632,0
28:03.1,1.141227,3.583847,7.205716,0.668297,-0.228996,0.513088,-10.080322,-36.414558,-25.903961,-162.14238,-33.823025,1.923844,0
28:03.2,-0.351469,5.214706,11.703862,-0.156928,-0.635673,-0.638047,-8.736061,-35.885834,-27.372955,-156.772441,-29.782044,1.578534,0
28:03.3,2.407593,6.397995,11.22875,-1.617366,-0.662767,-0.960344,-9.571884,-32.751724,-30.605347,-155.447219,-23.793499,-1.674071,0
28:03.4,0.552651,3.217409,5.72739,0.532327,-0.92827,0.175047,-9.66201,-33.499786,-29.328583,-152.241829,-24.827846,-3.950726,0
28:03.5,-3.265759,4.412374,5.008585,1.171653,-0.787899,-0.472154,-11.139687,-36.511604,-24.104797,-151.025855,-31.428838,-9.230505,0
28:03.6,-3.730692,6.207741,10.694511,-0.077565,0.187325,-0.647434,-5.112167,-37.355644,-24.697845,-141.77847,-31.296798,-0.417664,0
28:03.7,-4.279451,4.465364,15.048357,-1.115791,2.88079,-0.800816,0.67334,-34.220512,-30.058685,-142.752852,-24.567147,10.664139,0
28:03.8,-0.004341,2.617457,10.692116,-0.310528,0.627151,1.460132,-1.494232,-32.846245,-31.056274,-153.941014,-25.655509,13.316998,0
28:03.9,-1.796414,2.516267,4.40968,-0.317484,0.566117,1.369259,-3.921684,-31.485939,-31.559998,-166.376295,-28.486549,15.761037,0
28:04.0,-0.829874,3.376678,7.127279,-0.261009,2.808158,2.76508,-6.297943,-30.55217,-32.50827,-177.60935,-31.674383,17.017232,0
28:04.1,-0.499062,4.4724,9.618099,-0.971985,0.691733,-0.117505,-3.962036,-27.795349,-35.407776,-177.04269,-25.962507,20.658119,0
28:04.2,-1.547033,3.800297,13.237872,-1.397961,0.795431,-1.246456,-2.085014,-24.07988,-38.666901,-173.664189,-16.836141,21.24661,0
28:04.3,-2.321971,1.199456,8.303682,-0.328164,-1.325691,-0.478505,-3.123459,-23.548683,-39.307251,-168.210859,-13.471667,16.723704,0
28:04.4,-3.037633,2.98644,5.673053,0.925741,-0.909999,-1.054958,-4.238159,-28.557076,-35.669861,-160.864431,-17.947552,11.452578,0
28:04.5,-4.519552,3.717519,8.666079,0.742985,-1.867796,-1.859125,-7.331047,-31.518661,-32.254456,-150.538408,-20.311092,0.306132,0
28:04.6,-2.806214,2.172582,18.122364,0.226724,-0.87442,0.039747,-10.052719,-28.746162,-33.925537,-156.693779,-16.59871,-0.115298,0
28:04.7,3.742966,2.189497,11.194471,-1.644577,-0.401331,2.279069,-19.316055,-25.700401,-32.384369,-171.59916,-18.095172,-7.815425,0
28:04.8,2.663262,2.689607,2.374662,1.367542,-0.68935,1.946294,-24.417542,-26.485466,-28.189697,177.548378,-24.842914,-13.181508,0
28:04.9,2.238745,4.636758,4.007466,1.813669,-0.415572,0.887547,-26.674728,-27.228828,-24.749084,170.36929,-29.860276,-15.331349,0
28:05.0,4.861291,3.867058,10.688972,0.063173,0.389059,0.230234,-26.561729,-26.453117,-25.322235,172.773769,-27.591578,-14.819357,0
28:05.1,5.947133,4.504732,13.490247,-1.462739,0.159377,-1.054437,-24.495819,-25.223389,-29.097443,-178.998779,-20.772994,-12.410929,0
28:05.2,3.479065,3.20259,8.096364,-1.016602,-0.911153,-0.841977,-23.175919,-28.247665,-27.768677,-171.908906,-21.383196,-13.579537,0
28:05.3,-0.119901,1.838477,3.430416,0.04989,-0.177802,-2.144518,-17.487228,-32.962944,-26.511505,-160.393198,-24.961428,-10.85951,0
28:05.4,-2.462679,4.817582,6.325696,0.928511,-1.091024,-1.240844,-15.905144,-36.329498,-21.957703,-154.810291,-29.108886,-14.42979,0
28:05.5,-5.0011,7.049291,14.08002,-0.903803,-0.742052,-0.782638,-14.155937,-32.783569,-28.243866,-153.331778,-21.858807,-8.198232,0
28:05.6,-2.162553,3.718118,15.795753,-0.94299,3.242561,1.271662,-10.912323,-29.454514,-33.284393,-160.42874,-17.893704,3.737865,0
28:05.7,2.766397,0.568069,6.752608,0.627473,1.351579,1.747433,-12.941299,-29.833977,-32.516937,-168.976617,-22.129651,5.061321,0
28:05.8,1.247356,3.04901,3.103646,0.414207,0.822747,1.116259,-15.847977,-30.960823,-30.687897,-177.449689,-28.801393,3.274489,0
28:05.9,2.632725,5.088518,8.649763,1.125227,-0.703881,1.399685,-22.353294,-30.521896,-26.756073,175.674493,-31.608517,-6.305932,0
28:06.0,0.775238,5.081034,13.802198,-0.982001,-0.640507,-0.450813,-19.822052,-28.865669,-30.943237,-176.583921,-23.643228,-2.754454,0
28:06.1,4.220174,3.287015,11.614048,-2.596413,-0.614294,-1.326704,-20.576302,-24.453514,-35.091766,-173.116591,-13.551216,-4.524798,0
28:06.2,0.821192,2.418072,5.287754,1.131408,-1.166868,-0.176573,-20.925926,-29.18679,-30.469391,-169.486535,-19.723148,-9.39964,0
28:06.3,-1.407972,3.023113,5.036127,0.937134,-0.922165,-1.232398,-19.815048,-33.94368,-24.546814,-163.147816,-25.773084,-13.964923,0
28:06.4,-2.765798,4.910389,10.877281,-0.261133,-0.7398,-0.9847,-18.206299,-33.539719,-27.199707,-159.118846,-21.415245,-11.425788,0
28:06.5,-1.214425,4.149222,15.553706,-1.165516,1.16405,0.968618,-19.113914,-29.452202,-32.353851,-164.867657,-15.761197,-6.915921,0
28:06.6,1.994902,1.244811,10.981165,-0.681371,0.755938,1.066809,-19.639175,-27.497749,-34.830536,-170.916377,-14.365177,-3.870856,0
28:06.7,1.38492,1.491798,3.516338,0.387638,0.557812,0.555406,-20.631355,-29.627403,-33.173218,-177.27584,-19.911622,-2.4698,0
28:06.8,0.861459,3.893254,6.035599,2.114727,0.15685,1.726535,-26.136215,-31.687759,-27.570953,172.744608,-28.226209,-7.144674,0
28:06.9,2.426903,4.243076,11.131901,0.228116,-0.372272,0.689088,-27.930283,-31.690376,-27.242126,171.643751,-27.244195,-9.047966,0
28:07.0,4.990472,4.305796,12.641811,-0.922294,0.539469,-0.642964,-24.976562,-29.631302,-32.160187,175.848744,-20.001263,-6.000946,0
28:07.1,3.568729,4.335434,7.610923,-0.303497,-0.611291,0.508806,-25.726707,-30.126686,-29.079742,175.544087,-21.364611,-10.11911,0
28:07.2,0.197589,2.843337,4.073928,-0.173244,-0.379842,-1.269709,-22.202904,-33.405251,-26.401764,-176.71735,-23.811503,-10.950616,0
28:07.3,-1.737587,5.091961,7.661817,0.569575,-1.327655,-1.009854,-20.967285,-34.978355,-23.645111,-171.811219,-25.585016,-15.134849,0
28:07.4,-2.669998,6.8044,13.354928,-0.600085,-0.623169,-0.79711,-18.379906,-34.153297,-27.033936,-167.432538,-22.053743,-11.604356,0
28:07.5,1.484164,2.79858,14.15726,-0.984117,1.230221,0.145928,-16.235184,-30.399658,-32.012115,-167.842403,-16.465807,-5.71572,0
28:07.6,2.281106,1.099763,6.471343,0.177871,0.948585,0.400421,-14.797386,-30.183167,-32.720154,-168.693478,-18.054905,-2.486215,0
28:07.7,0.070952,3.352129,3.533402,0.938101,0.888379,0.285368,-15.055168,-33.08654,-28.587189,-173.627614,-25.819974,-2.188706,0
28:07.8,2.449656,3.713478,10.514734,0.852982,-0.057077,1.486079,-19.811592,-31.441544,-27.71109,178.992159,-26.521094,-7.045262,0
28:07.9,1.645528,5.222939,11.49789,-0.636318,0.17757,-0.451768,-17.836609,-30.684196,-29.937408,-176.902306,-23.320649,-4.28714,0
28:08.0,4.975952,5.25138,10.456506,-0.907362,-0.403221,0.026416,-20.629616,-28.723366,-30.455688,-178.748657,-21.270283,-8.911505,0
28:08.1,1.83698,2.741848,5.098997,0.680528,-0.646252,-0.224153,-19.309959,-30.835373,-28.656128,-173.855203,-23.486601,-10.004862,0
28:08.2,-0.202379,3.934119,4.466262,0.575255,-0.777081,-1.118735,-18.466599,-34.502563,-24.104095,-167.579962,-28.054929,-13.942596,0
28:08.3,-0.590372,4.552633,10.023306,0.037949,-0.998466,-0.977066,-18.127335,-35.027481,-23.757904,-161.220359,-27.483409,-16.79856,0
28:08.4,0.386646,5.329817,15.259717,-0.364601,0.370007,-0.291029,-16.639565,-34.004936,-26.784271,-159.93176,-25.160853,-13.028839,0
28:08.5,2.773582,3.933221,10.427466,-1.118023,1.737147,0.826046,-15.515968,-31.535057,-30.589813,-164.501641,-22.489227,-6.340978,0
