Timestamp,Acc_X,Acc_Y,Acc_Z,AngV_X,AngV_Y,AngV_Z,Mag_X,Mag_Y,Mag_Z,Orin_X,Orin_Y,Orin_Z,Activity
27:14.3,-0.828527,6.819369,6.082751,0.106861,-0.136901,-0.028743,18.799908,-40.172142,-14.525543,-84.940848,-43.786046,12.547262,0
27:14.4,-0.869392,7.109765,5.741461,0.208681,-0.095884,-0.132885,19.325588,-40.458717,-14.346252,-83.67517,-44.410081,12.405552,0
27:14.5,-0.476609,7.713609,6.197412,-0.122333,-0.185085,-0.10985,19.180923,-39.64444,-15.834106,-83.621673,-43.11406,10.706334,0
27:14.6,-0.544268,7.611522,5.239105,-0.094719,-0.334172,-0.025198,19.579174,-39.599915,-15.627655,-82.318736,-43.057608,9.723761,0
27:14.7,-0.925226,7.606432,5.177883,0.006501,-0.246699,-0.403404,20.842285,-38.593605,-16.728638,-79.091831,-42.420334,10.044659,0
27:14.8,-1.104403,8.42987,6.162236,-0.069005,-0.445069,-0.369411,21.234528,-37.233109,-17.576202,-76.968309,-41.657488,8.413065,0
27:14.9,-2.234404,7.257658,8.198451,-0.095935,-0.491103,-0.281697,21.925571,-35.908714,-18.862122,-74.448163,-40.055305,7.796122,0
27:15.0,-2.41897,6.445746,10.779534,-0.487758,0.196722,-0.506319,22.947159,-33.729507,-21.435303,-73.223894,-35.738597,9.060662,0
27:15.1,-1.75061,4.194278,8.483608,-0.876695,-0.485186,0.142038,22.484028,-32.948349,-22.798828,-73.913149,-33.977514,7.887633,0
27:15.2,-2.103127,5.464237,5.433251,-0.185848,-0.077177,-0.278906,23.081684,-32.569908,-22.50174,-73.495797,-34.1068,8.922516,0
27:15.3,-1.232836,6.409222,6.222859,0.640249,0.089344,0.086275,23.042473,-33.860649,-20.257294,-73.849685,-37.354396,10.411402,0
27:15.4,-0.459544,6.289321,7.982899,0.656452,0.455441,-0.038874,24.099613,-34.121246,-18.285492,-71.829983,-39.693427,13.196676,0
27:15.5,-0.095352,6.560108,10.059232,-0.011059,0.087327,-0.035612,23.130337,-33.21656,-19.487274,-72.816264,-38.191019,10.779357,0
27:15.6,0.011227,5.783523,7.933502,-0.477407,-0.792506,0.075588,22.061108,-32.299789,-21.695343,-72.312263,-36.81234,7.125651,0
27:15.7,-0.714015,4.264332,5.709876,-0.22433,-0.615436,-0.331633,22.548954,-30.217247,-23.756622,-68.457013,-34.581635,6.527495,0
27:15.8,-1.944606,6.386769,6.441854,0.230721,-0.462748,-0.545044,22.481701,-29.593178,-24.357727,-65.271325,-36.048565,4.763502,0
27:15.9,-2.765499,6.64573,9.113947,0.159332,-0.418182,-0.37968,22.54583,-28.700264,-24.14447,-62.175165,-36.508858,5.059699,0
27:16.0,-2.814747,6.962022,8.86771,0.342398,0.577875,0.232864,22.916729,-29.951874,-21.576111,-65.090933,-38.349482,7.800257,0
27:16.1,-0.845592,5.595065,8.730295,-0.220003,0.337989,0.557709,21.709911,-30.541512,-21.422394,-68.897496,-37.688749,7.099382,0
27:16.2,-1.391506,4.551884,5.216652,-0.577229,-0.011611,-0.027561,21.932961,-29.4142,-22.015442,-69.178297,-35.586893,8.633015,0
27:16.3,0.149689,5.449717,6.909781,0.465129,0.439449,0.290662,20.529961,-31.104507,-20.818451,-71.892659,-38.177207,7.545847,0
27:16.4,0.30282,5.35212,8.501272,0.483292,-0.111189,0.020331,20.801651,-31.399742,-20.124176,-69.860603,-40.166566,7.946041,0
27:16.5,0.624202,5.951174,10.578053,0.073647,-0.24683,-0.391701,19.978268,-29.665131,-22.289764,-68.392489,-37.426518,6.891856,0
27:16.6,0.882116,6.022726,8.740923,-0.68408,-1.009502,0.076734,18.51503,-28.568169,-24.994324,-68.956117,-34.912945,2.389356,0
27:16.7,-1.565295,5.217251,4.643344,-0.425542,-0.451282,-0.626429,19.38382,-27.743996,-25.223389,-65.180297,-34.872914,2.791118,0
27:16.8,-3.301534,5.742059,6.622528,0.931946,-0.653926,-0.38475,18.244404,-29.051025,-24.645538,-62.88264,-39.155263,0.016846,0
27:16.9,-3.041675,6.906338,8.056247,0.362868,-0.297017,-0.102514,18.336708,-29.893829,-23.354401,-63.793833,-41.038149,0.880861,0
27:17.0,1.044079,6.410869,11.297756,-0.081423,1.051076,0.747094,16.776356,-29.884811,-24.910492,-70.228728,-37.359356,-0.18665,0
27:17.1,0.420476,4.864883,7.850425,-0.292632,0.567293,1.144729,16.19846,-29.906548,-25.779755,-74.058014,-34.809129,0.346323,0
27:17.2,-0.412991,4.542604,5.062622,-0.379854,1.205087,-0.186052,18.425922,-30.923454,-23.882843,-74.278901,-36.313874,5.544546,0
27:17.3,1.526975,4.833598,8.4878,0.733976,0.054644,0.583428,17.060532,-32.817261,-22.410156,-76.307195,-39.494804,3.569258,0
27:17.4,0.11541,7.084318,9.993069,-0.021602,-0.134151,-0.305981,17.706448,-31.932381,-23.593842,-73.412738,-38.145311,3.833201,0
27:17.5,0.12005,6.590345,9.799971,-1.227975,-0.881167,-0.557283,17.128647,-29.723091,-27.695068,-71.117946,-33.342944,0.961195,0
27:17.6,-0.177231,4.399501,7.228019,-0.007392,-0.411847,-0.226627,17.03513,-28.71949,-29.414459,-68.413964,-32.413645,-0.678584,0
27:17.7,-1.083297,4.611011,5.07789,0.491229,-0.018363,-0.18234,17.11467,-31.466789,-26.946259,-68.065851,-37.29577,-0.703646,0
27:17.8,-2.16405,4.64993,7.856862,1.046915,0.097924,0.21377,17.904324,-33.460167,-24.789062,-67.517836,-41.152455,0.372877,0
27:17.9,-1.744772,6.72746,10.495275,-0.220738,0.612204,0.119049,17.350006,-33.624405,-25.033722,-72.287896,-38.336948,1.951744,0
27:18.0,-0.230221,5.926925,9.729318,-1.319953,0.675231,0.80476,15.395878,-33.395699,-26.810669,-79.953001,-34.080074,0.920702,0
27:18.2,-0.497565,4.810247,5.360503,-0.56722,0.496924,0.227683,17.210464,-32.404915,-27.735413,-81.735901,-30.37653,5.437344,0
27:18.2,0.516576,5.42921,7.329808,0.249631,0.710159,0.545812,15.727951,-34.408646,-26.094543,-85.055765,-33.067846,5.142578,0
27:18.4,1.202899,5.200635,9.998009,0.654347,-2.10E-05,0.13549,15.627728,-35.81369,-25.014252,-83.450351,-36.205864,4.887215,0
27:18.5,0.858764,5.651348,10.195149,-0.205836,-0.435869,-0.521123,15.583439,-34.706963,-26.872955,-80.569681,-33.809935,2.657816,0
27:18.6,1.545386,4.942123,9.845177,-0.383144,-1.201704,-0.37606,14.482433,-32.896812,-30.270569,-77.104463,-31.412802,-1.868301,0
27:18.7,-0.573757,4.33289,4.982389,-0.343015,-1.017452,-0.781081,13.945789,-32.298683,-31.051849,-72.243594,-32.232389,-4.293772,0
27:18.8,-2.22183,5.923931,7.379205,0.744701,-1.154452,-0.396217,11.236633,-33.811119,-30.874786,-70.435075,-35.518578,-11.072906,0
27:18.9,-4.402645,7.093299,9.216784,0.114101,-0.766152,-0.616433,13.235229,-33.21624,-30.679657,-66.427796,-36.418391,-8.0285,0
27:19.0,0.282014,4.930597,12.250675,0.005674,1.193274,0.361523,13.468307,-33.350311,-30.324036,-69.937624,-34.944249,-6.634297,0
27:19.1,1.22146,3.759283,9.618548,0.129429,0.815092,0.993988,14.838066,-33.749138,-28.943756,-74.25696,-33.552045,-1.36145,0
27:19.2,1.27924,3.976331,4.417913,-0.769791,1.125789,0.105933,16.551044,-34.166649,-27.579376,-78.324603,-33.818286,3.602661,0
27:19.3,1.654809,3.939957,6.973848,1.08159,0.857703,1.244836,14.850418,-37.922615,-24.146393,-83.54247,-38.059132,2.983207,0
27:19.4,0.729134,5.61198,9.112301,-0.069432,0.012946,-0.736885,17.880486,-35.772568,-25.348999,-77.504628,-35.760977,6.197737,0
27:19.5,2.066153,6.301895,12.347972,-1.126359,-0.408717,-0.791946,17.827641,-31.608185,-30.342285,-74.841785,-28.541569,3.76141,0
27:19.6,0.943488,4.671635,8.00685,0.055064,-0.843782,-0.170366,17.892666,-30.627777,-32.358429,-70.605127,-27.659724,2.072901,0
27:19.7,-0.811013,4.719386,4.727619,0.289217,-0.464729,-0.941116,17.905464,-31.706749,-30.659454,-65.389474,-32.423101,0.438229,0
27:19.8,-4.108656,5.365293,8.527467,0.814502,-0.983615,-0.744503,17.581497,-32.56086,-30.201355,-60.937219,-35.98468,-2.008165,0
27:19.9,-5.131778,5.558691,13.141173,-0.131472,-0.418639,-0.583556,19.591835,-31.878845,-29.662781,-61.848342,-34.360142,1.796288,0
27:20.0,-0.017214,4.778663,10.279274,-1.000183,1.143799,0.524348,19.430222,-33.05397,-28.343353,-69.660281,-32.923776,5.142237,0
27:20.1,1.328487,3.917054,6.050119,-0.18153,1.532051,0.886886,21.162029,-32.54335,-28.314911,-74.529326,-29.94701,10.432004,0
27:20.2,1.585653,4.477639,5.634583,0.251279,1.129804,1.13227,19.0191,-36.277313,-24.694672,-80.633786,-34.557241,10.54728,0
27:20.3,1.947001,4.405189,8.662636,0.616394,0.033848,0.361529,17.910419,-37.518257,-24.248749,-81.034538,-36.534125,9.892771,0
27:20.4,0.38964,5.485792,11.221864,-0.463555,-0.343168,-0.172596,18.128487,-34.746376,-27.750397,-78.107288,-32.381885,6.948263,0
27:20.5,-0.142055,5.733527,10.366543,-0.798912,-1.330626,-1.036812,17.617744,-31.844002,-31.077271,-71.999231,-29.442285,2.993628,0
27:20.6,-1.070274,4.761898,6.018834,-0.28617,-1.165921,-1.522251,18.435387,-30.1203,-32.570557,-64.262435,-29.929568,-0.09805,0
27:20.7,-2.140549,5.20782,6.870563,1.157266,-1.561571,-0.452745,13.859917,-33.45507,-31.121979,-62.965264,-36.177436,-9.388735,0
27:20.8,-4.737349,6.421796,7.09285,0.789979,-1.22108,-0.474858,15.036697,-33.669556,-29.562561,-58.838145,-39.488311,-8.550939,0
27:20.9,-1.143772,5.122498,12.974719,0.036391,1.184365,-0.175075,15.701782,-32.751442,-31.019012,-61.747098,-35.586005,-5.200726,0
27:21.0,0.993334,3.496279,12.083323,-0.599994,1.336612,0.965381,17.490665,-31.925308,-31.223267,-68.523563,-31.400396,0.662875,0
27:21.1,1.00022,3.57756,4.750821,-0.424688,1.243075,0.873812,17.876175,-34.835541,-26.697388,-77.251352,-33.858152,5.552433,0
27:21.2,1.077759,4.003575,6.481073,0.843799,1.366116,1.964376,13.883541,-39.348534,-22.956512,-88.212577,-38.812664,4.827053,0
27:21.3,1.639241,5.587581,7.722291,0.437182,0.441595,0.561063,13.960823,-40.007088,-22.318665,-89.37954,-39.148156,5.882395,0
27:21.4,1.47608,6.648275,12.367881,-0.479261,0.548312,-0.463164,14.828491,-36.712006,-26.143951,-88.499634,-32.811834,6.214524,0
27:21.5,1.016686,5.39553,8.054301,-0.624702,-1.931892,0.618147,9.47361,-36.953835,-28.134491,-92.253616,-32.472662,-2.908786,0
27:21.6,0.486189,5.439987,4.271368,-0.149693,-1.365594,-0.085475,6.541687,-37.857361,-27.912292,-92.59866,-34.40297,-9.919116,0
27:21.7,-1.940864,7.192244,7.014413,0.61481,-1.16111,0.211632,4.913742,-38.012558,-27.417114,-91.369509,-35.50074,-14.813152,0
27:21.8,-3.956572,7.793992,12.449312,-0.282605,0.130155,-0.74784,7.610138,-37.2444,-27.717346,-88.034824,-34.417683,-9.953378,0
27:21.9,-0.811013,3.969296,11.575129,-0.881988,0.690705,-0.106139,10.17849,-35.407776,-28.958221,-89.039902,-31.174517,-3.678115,0
27:22.0,1.38013,2.557282,7.462731,0.336543,1.52978,1.543958,9.91391,-37.358757,-26.813263,-96.852243,-31.667668,-0.146116,0
27:22.1,1.059796,4.364175,5.419031,-0.00636,1.559221,0.923296,8.848999,-38.824455,-24.515167,-104.336127,-34.067756,3.305066,0
27:22.2,1.505419,4.6164,8.496182,0.751641,0.176136,0.987825,6.687645,-40.399803,-22.378265,-107.416759,-37.844774,1.651277,0
27:22.3,0.270787,5.48684,9.475595,-0.197391,0.227366,-0.892827,10.907906,-38.176025,-24.68158,-101.373114,-33.872788,5.955342,0
27:22.4,1.392404,5.964347,10.296488,-1.003742,-0.888331,-0.101029,6.977715,-36.717415,-28.320862,-103.403167,-30.039877,-1.558794,0
27:22.5,0.002994,3.816164,5.620213,-0.565784,-0.662756,-0.381539,7.726624,-35.329788,-30.59079,-99.072638,-27.975694,-3.12434,0
27:22.6,-2.182611,5.412445,6.346951,0.549243,-0.744344,-0.22446,5.360252,-36.489738,-28.703491,-98.628199,-30.995226,-9.007614,0
27:22.7,-4.391717,6.503526,10.974878,0.020563,-0.761588,-0.399566,5.296501,-35.944992,-29.757385,-97.575879,-30.311224,-8.874492,0
27:22.8,0.199834,4.774471,13.575869,0.027988,1.272508,1.004813,2.704155,-36.409775,-29.248352,-105.103659,-29.5003,-8.873005,0
27:22.9,2.492168,2.822381,8.305928,0.472371,1.23472,1.564632,3.067162,-37.648148,-27.217743,-112.615022,-30.259705,-4.257518,0
27:23.0,1.191373,3.450175,4.029471,-0.127711,1.465836,0.149368,4.832954,-38.354561,-26.724243,-115.993614,-31.463394,2.656081,0
27:23.1,1.200504,3.322341,8.772358,0.31395,0.877469,1.034697,2.907814,-38.172455,-26.207275,-119.556638,-31.679096,1.498622,0
27:23.2,-0.496517,4.870422,11.054961,-0.135866,-0.218077,-0.640223,5.922081,-37.322083,-28.114655,-114.711877,-29.202771,4.193793,0
27:23.3,1.290766,5.218448,11.585608,-1.513979,-0.323617,-0.809541,5.461731,-34.123055,-32.452789,-112.94337,-22.769264,1.631375,0
27:23.4,0.650847,3.646417,6.2995,-0.047371,-0.607003,-0.144639,5.252075,-33.549728,-32.646027,-110.020985,-22.495668,-0.45019,0
27:23.5,-1.287622,4.310287,5.152585,0.799408,-0.444653,-0.38749,4.988808,-35.736542,-29.022369,-107.879646,-27.723969,-3.750352,0
27:23.6,-3.176694,4.532275,10.876682,0.631464,-0.881632,-0.546544,5.074387,-37.303772,-28.042969,-104.414499,-30.571433,-5.036719,0
27:23.7,-3.594475,5.561086,13.736185,-0.09466,1.69787,-0.363966,10.702133,-36.195137,-28.022552,-105.166446,-28.168094,6.874024,0
27:23.8,0.042961,5.189109,8.752449,-0.574844,1.306701,0.738931,10.88459,-36.79303,-27.15271,-111.212343,-28.467997,10.918995,0
27:23.9,0.1925,4.14997,4.925807,-0.414387,0.798692,0.419985,11.250084,-36.361061,-27.593689,-113.711907,-27.257917,12.943194,0
27:24.0,-0.113614,3.706742,7.664212,0.405974,0.349431,0.574334,9.695595,-37.820511,-25.665283,-115.49468,-30.084828,12.38078,0
27:24.1,0.018861,3.891009,9.342223,0.300241,-0.131231,-0.268628,11.640762,-38.28167,-24.641174,-111.498973,-32.062214,14.182551,0
27:24.2,-1.338217,5.261259,10.962453,0.557375,-0.196914,-0.629406,13.958096,-37.220909,-25.050842,-106.05716,-30.548307,14.415551,0
27:24.3,-1.280138,5.264253,9.357042,-0.780477,-1.09727,-0.454131,12.224731,-35.182144,-28.178528,-104.362733,-27.238652,8.732873,0
27:24.4,-0.907563,3.86167,5.80927,-0.559121,-0.973863,-1.018772,12.073875,-34.510414,-29.144257,-100.006946,-27.134493,4.833888,0
27:24.5,-2.635719,6.167175,6.235284,1.423989,-1.110006,0.072955,8.715103,-37.948875,-25.628571,-99.452626,-34.27464,-1.705,0
27:24.6,-4.349206,8.352481,9.142089,0.506074,-0.565523,-0.277937,9.23925,-38.698608,-24.755219,-99.259993,-35.458809,-0.945656,0
27:24.7,-4.253854,4.831503,9.926308,-0.233376,1.002204,0.4267,10.491669,-38.476639,-25.255585,-102.085667,-33.684491,4.111273,0
27:24.8,-0.783171,2.190844,9.680669,0.234359,1.396088,0.685467,11.249031,-37.973984,-26.091858,-106.45305,-31.490376,8.573269,0
27:24.9,0.723146,4.889881,6.813681,-2.13082,1.331492,0.728934,12.170609,-35.40799,-29.246033,-113.831619,-25.085597,13.861351,0
27:25.0,1.58191,5.153633,9.106014,-0.343137,1.110853,1.244602,9.554306,-36.572945,-27.875092,-120.357615,-27.769396,14.307639,0
27:25.1,0.818797,4.45294,10.6514,0.945897,-0.248071,0.198903,8.510178,-38.065544,-25.744598,-119.466726,-30.80375,11.986325,0
27:25.2,0.633034,2.250121,8.273595,-0.082717,-0.60875,-0.877464,9.842125,-37.472382,-26.883942,-113.723963,-29.401058,9.050642,0
27:25.3,-0.582888,3.150798,7.832612,0.762852,-1.836697,-0.128272,9.178688,-36.250397,-28.802643,-109.412774,-28.021648,3.154486,0
27:25.4,-0.160766,6.502478,7.873776,-1.378692,-0.378984,-0.919308,8.84407,-35.450294,-30.159882,-106.172161,-26.467638,-0.032196,0
27:25.5,-3.17864,7.162456,4.973408,0.478569,-0.868192,-0.359703,6.707062,-36.793953,-30.01001,-104.401698,-28.592466,-5.731491,0
27:25.6,-5.667664,4.65966,16.55198,-0.135752,-0.561888,0.598287,7.525063,-33.512741,-33.509003,-105.162334,-22.014475,-3.085786,0
27:25.7,-1.040337,1.786984,13.403727,0.20491,0.80654,0.921499,8.002968,-37.32473,-28.248505,-111.754439,-27.548407,2.02962,0
27:25.8,0.441731,2.348017,8.713979,0.729412,1.796377,0.688788,8.777336,-38.617905,-25.053223,-115.54331,-30.437599,7.442817,0
27:25.9,0.798589,4.522396,6.553971,0.300819,0.996918,1.002479,6.294868,-39.884888,-23.867645,-121.734251,-31.704231,7.19746,0
27:26.0,0.518671,3.776347,6.790779,-0.150819,0.169458,0.724695,3.603828,-39.678658,-23.250458,-126.210647,-31.711111,4.126584,0
27:26.1,-0.421224,3.971391,7.717352,0.385525,-0.67067,0.610652,0.992386,-40.68264,-20.611328,-127.793447,-35.984091,-1.114308,0
27:26.2,0.030836,6.721323,9.923464,0.462649,-0.002618,-0.85842,3.012535,-40.102013,-21.787292,-123.885329,-34.073843,-0.786905,0
27:26.3,-0.201032,4.77537,5.796845,-0.7228,-0.48049,0.272923,2.475578,-38.565765,-23.232208,-124.083521,-32.178386,-1.797709,0
27:26.4,-2.036964,6.024073,5.648654,0.305676,-0.024572,0.622898,-0.40007,-39.275589,-21.352081,-128.601992,-35.66362,-5.428436,0
27:26.5,-1.993255,6.117479,10.109827,0.312002,-0.099674,0.303864,-1.511124,-39.135048,-20.360718,-130.510396,-37.376394,-5.637225,0
27:26.6,-2.964735,5.02999,11.354339,0.424904,1.125178,0.04085,2.6362,-38.159073,-21.786407,-127.621145,-35.860694,3.971317,0
27:26.7,0.022902,5.067412,7.832911,-0.287135,0.908546,0.51746,0.56591,-36.024361,-23.294861,-134.605131,-34.067353,4.799361,0
27:26.8,0.7694,4.969815,6.134543,-0.874722,1.076577,0.983258,-2.662598,-35.072723,-24.191223,-143.570532,-33.662536,3.894162,0
27:26.9,-1.826951,6.193371,7.652986,0.39661,0.138575,1.147782,-5.586739,-34.773361,-22.990601,-148.033659,-35.964414,1.784871,0
27:27.0,-1.622626,6.065836,10.782677,0.01739,-0.542944,-0.016104,-6.458031,-33.954536,-24.186096,-146.66634,-33.847633,0.449139,0
27:27.1,3.120561,3.613486,9.686357,-0.795068,0.04665,0.078439,-8.039406,-32.569038,-24.643524,-147.980103,-31.450569,-1.391653,0
27:27.2,0.512834,4.786896,5.68398,0.674312,0.104792,-0.090304,-7.792702,-33.871132,-24.242889,-147.030537,-33.158586,-0.417619,0
27:27.3,-1.311722,5.315297,5.84729,0.067346,-0.595557,0.127912,-10.362274,-34.980774,-22.080109,-148.637909,-35.879181,-4.690265,0
27:27.4,-3.972888,6.378685,7.591314,0.645113,-0.713622,0.084995,-10.432182,-36.540169,-19.681976,-148.270605,-38.920088,-4.515595,0
27:27.5,-3.315156,6.584957,12.813804,-0.079638,1.418578,-0.181213,-7.063347,-35.466141,-23.857056,-147.77049,-35.922058,5.104173,0
27:27.6,-1.950145,4.380341,7.850425,-0.930603,1.097906,0.139758,-4.679062,-34.151329,-26.729675,-151.561626,-33.789231,11.834141,0
27:27.7,-0.648601,2.955005,4.391867,-0.202917,1.005382,0.954364,-6.164352,-32.836349,-28.263947,-158.457748,-33.733311,12.480641,0
27:27.8,-0.549358,5.051246,8.359666,0.297484,0.454291,1.548586,-10.83728,-31.956146,-27.884583,-168.753349,-36.031873,6.641227,0
27:27.9,0.077988,5.542225,8.255183,-0.16127,-0.689234,0.560282,-11.858864,-31.017265,-29.31015,-170.398064,-34.449578,6.181836,0
27:28.0,2.161655,7.079827,11.840078,-0.359845,0.133299,-0.133908,-13.58461,-29.360771,-30.686188,-173.632895,-31.332516,2.204685,0
27:28.1,0.519869,6.049819,8.575068,-0.617708,-0.866473,0.200579,-15.061523,-29.651253,-31.351135,-173.820224,-30.369407,0.264565,0
27:28.2,-0.020208,4.79438,4.803062,-0.156986,-0.069936,-0.916576,-13.597778,-30.930611,-30.40213,-170.45519,-30.951795,1.317462,0
27:28.3,-2.343377,6.24202,6.439758,1.142325,-0.543231,-0.200331,-14.643074,-33.885086,-26.538116,-169.784487,-35.963316,-1.47572,0
27:28.4,-2.680326,6.296057,9.361982,0.245053,-0.579827,-0.488646,-12.556137,-35.414108,-25.223297,-166.016282,-37.52763,0.859409,0
27:28.5,-0.540526,4.374653,10.926528,0.313663,1.530792,-0.062338,-10.351395,-34.607437,-28.048706,-166.292902,-35.195495,6.057338,0
27:28.6,0.878373,4.027674,7.892487,-0.530671,0.823009,0.319135,-10.470894,-32.666145,-30.499207,-170.006067,-32.109072,7.147777,0
27:28.7,0.525856,4.854106,4.617448,-0.431807,0.197367,0.443179,-11.98233,-32.252174,-29.989532,-176.165035,-34.001624,5.896371,0
27:28.8,1.778751,5.055587,8.801248,0.642841,-0.091105,1.023775,-14.941078,-32.801376,-28.898956,179.52301,-36.445305,1.66415,0
27:28.9,-0.364642,5.414241,10.134525,-0.280724,-0.377533,-0.627884,-13.221985,-33.097382,-28.46759,-174.691156,-34.545677,3.057744,0
27:29.0,2.378404,6.490653,10.768158,-1.281348,-0.574935,-1.03011,-14.21962,-30.955566,-31.35553,-173.24176,-28.564059,-0.021768,0
27:29.1,0.959505,4.07782,6.505621,0.354288,-0.542601,0.176933,-14.208374,-31.210075,-30.429993,-170.681603,-28.532659,-1.174087,0
27:29.2,-1.465902,4.408483,4.312682,0.560788,-0.130986,-0.856743,-13.529068,-34.947365,-26.883881,-167.074557,-33.723195,-2.232042,0
27:29.3,-3.920348,6.173163,9.735754,0.701223,-0.906294,-0.229118,-13.420006,-36.167542,-25.715942,-164.399906,-34.518664,-3.650708,0
27:29.4,-3.681594,6.485863,11.527977,-1.367684,0.375081,-0.874423,-10.691032,-34.348701,-28.911743,-164.660333,-31.296011,1.64232,0
27:29.5,0.652942,4.875661,10.604248,-0.153242,0.955921,0.964878,-12.149025,-32.985558,-30.63913,-171.442918,-30.83409,3.018575,0
27:29.6,0.973426,3.318449,4.363726,-0.068216,1.258503,0.445478,-10.519424,-31.610588,-33.278351,-175.329344,-29.294197,6.797423,0
27:29.7,0.561333,4.970713,6.874754,0.864933,0.679197,1.606621,-14.04287,-32.492996,-30.25177,175.549271,-35.025063,3.345322,0
27:29.8,0.762065,3.75569,9.533824,-0.041486,-0.550288,0.233251,-13.554787,-32.428421,-30.589203,177.822019,-33.680021,3.598344,0
27:29.9,2.117197,5.713618,11.131901,-0.742532,0.079298,-1.055626,-12.580025,-29.163422,-34.629517,-179.377497,-26.133383,3.948105,0
27:30.0,2.31314,5.699398,9.755513,-0.546051,-1.043199,0.721009,-16.284119,-28.225525,-33.720734,179.115421,-24.821893,-2.039411,0
27:30.1,-0.05748,3.381917,4.023184,-0.279546,-0.264945,-1.124061,-14.725555,-31.104637,-32.002869,-173.966162,-27.342097,-1.502003,0
27:30.2,-2.611619,4.556824,7.988737,1.342458,-0.975176,-0.85581,-14.397186,-33.933327,-28.497589,-168.979558,-30.872989,-4.544887,0
27:30.3,-3.51065,6.045179,12.068653,-0.771018,-0.778465,-0.668198,-14.1698,-33.175117,-29.336334,-167.192118,-28.427642,-3.99861,0
27:30.4,0.092807,3.604055,12.875475,0.147692,0.824612,0.903598,-14.000633,-31.303123,-31.616302,-171.412635,-26.315152,-1.490881,0
27:30.5,2.221231,2.987787,6.599776,-0.161642,1.159393,1.017126,-13.19355,-29.55497,-33.902252,-177.693408,-25.771747,2.318065,0
27:30.6,0.320933,3.979475,4.18829,-0.065783,0.763492,1.074286,-13.922691,-29.162315,-33.797607,174.667801,-28.794698,2.767363,0
27:30.7,0.601749,3.797753,9.431138,0.160757,0.011201,0.727286,-16.386902,-27.929131,-34.25061,171.821515,-27.816658,-0.045596,0
27:30.8,1.788481,4.753515,12.135863,-0.583253,-0.306713,-0.2072,-15.938591,-26.646049,-35.520142,174.536662,-24.548631,-0.143905,0
27:30.9,2.857109,5.253026,11.187436,-0.977063,-0.386109,-0.653841,-16.974007,-25.317299,-36.054291,176.405742,-21.366573,-1.981927,0
27:31.0,0.859513,3.228786,6.788084,0.32553,-0.512979,-0.379225,-16.080246,-26.539955,-35.181519,-178.696845,-21.379195,-2.391023,0
27:31.1,-0.772843,3.684887,5.684878,0.368003,-0.262248,-0.823915,-16.401871,-30.284447,-32.206238,-175.090414,-25.555554,-4.496669,0
27:31.2,-3.977978,3.161276,10.799143,0.502425,-0.752764,-0.495705,-15.151695,-31.711906,-30.666138,-170.157678,-26.369653,-4.789691,0
27:31.3,-2.140698,4.648883,12.568314,-0.774567,1.299816,-0.603567,-10.795906,-28.737373,-35.567291,-171.976228,-22.43842,3.924309,0
27:31.4,0.761317,3.701503,10.955568,-0.830977,0.563388,1.461126,-12.206505,-25.810677,-37.563873,178.965377,-21.137403,5.120371,0
27:31.5,0.709225,2.446063,4.359983,0.039554,0.348086,0.546912,-12.490707,-25.792007,-37.051147,174.592425,-22.952477,5.78986,0
27:31.6,-0.534688,4.585864,6.904243,0.958977,0.987182,1.080637,-13.108559,-26.022621,-37.047241,168.849338,-26.030415,6.438657,0
27:31.7,0.54801,3.311115,12.072844,-0.523701,-0.176803,0.09895,-12.755905,-25.241455,-37.625702,172.022517,-23.548099,6.867769,0
27:31.8,0.411794,4.057612,11.301947,0.187121,-0.010055,-0.854659,-11.174164,-25.62426,-37.177643,176.773312,-21.966741,7.529015,0
27:31.9,0.722547,4.111799,9.480535,-0.349818,-0.84083,0.005127,-13.573906,-26.009087,-36.657013,177.331897,-22.332728,3.147776,0
27:32.0,-0.446372,3.46245,4.392316,0.009147,-0.508818,-0.949897,-12.842781,-28.799179,-34.361267,-177.719627,-25.348107,2.964491,0
27:32.1,-3.549718,5.122498,8.210127,1.174504,-0.554094,-0.43923,-12.608841,-30.983871,-32.362366,-173.33742,-27.693335,2.145582,0
27:32.2,-4.896468,5.965994,10.428214,-0.845765,-0.076321,-1.172689,-10.06234,-30.62677,-33.809418,-170.002311,-25.224249,5.634472,0
27:32.3,-0.422272,3.413053,11.544443,0.164786,1.063993,0.827069,-10.311905,-28.622223,-35.383972,-174.233567,-23.341027,6.506516,0
27:32.4,0.863854,1.84656,7.513775,-0.223004,0.662143,0.474616,-9.950035,-27.213821,-36.175476,-176.420319,-22.044218,7.611767,0
27:32.5,0.005239,4.07318,4.939877,0.436695,0.416922,0.764494,-11.590202,-28.567871,-34.93689,176.943271,-27.300831,7.95093,0
27:32.6,0.39443,3.408712,10.259366,0.369871,-0.074057,1.010069,-14.074669,-28.23735,-34.941742,174.498696,-27.780679,5.836744,0
27:32.7,0.101339,5.386399,11.600876,-0.320682,0.056835,-0.600477,-13.324135,-28.01461,-35.14621,176.860547,-26.192905,6.251206,0
27:32.8,2.366579,5.166357,10.436148,-0.910284,-0.750975,-0.181185,-16.287003,-26.793205,-34.293976,176.418076,-23.656496,1.219374,0
27:32.9,0.068258,3.215912,6.00147,0.453709,-0.352522,-0.577628,-14.629364,-28.842445,-33.828552,-177.184922,-23.52334,1.224718,0
